PowerPeriod,PowerDate,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,gold
1202,12/06/2025,6,8,16,18,34,44,17
1203,14/06/2025,11,12,22,26,41,47,24
1204,17/06/2025,7,13,18,22,32,44,43
1205,19/06/2025,3,5,9,10,16,47,34
1206,21/06/2025,6,10,15,43,44,53,32
1207,24/06/2025,3,9,18,20,30,53,48
1208,26/06/2025,1,14,16,27,40,51,2
1209,28/06/2025,8,11,13,20,45,50,25
1210,01/07/2025,3,11,12,14,27,33,15
1211,03/07/2025,18,19,29,31,45,54,27
1212,05/07/2025,3,15,22,45,51,55,54
1213,08/07/2025,23,24,32,42,48,50,31
1214,10/07/2025,12,33,34,42,44,53,3
1215,12/07/2025,2,34,39,41,45,52,51
